msg_id,repeat_ind,mmsi,nav_status,rot,sog,pos_accu,lon,lat,cog,heading,utc_s,special_man,raim,sync_state,slot_timeout,utc_h,utc_m,timestamp
1,0,256656000,0,0.0,11.899999618530273,False,11.4366983,57.39759,160.89999389648438,160.0,52,0,False,,3.0,,,2021-11-22T01:25:54Z
1,0,256656000,0,0.0,11.899999618530273,False,11.438815,57.3944883,158.89999389648438,159.0,52,0,False,,3.0,,,2021-11-22T01:26:54Z
1,0,256656000,0,0.0,11.899999618530273,False,11.4409383,57.391405,160.3000030517578,160.0,52,0,False,,3.0,,,2021-11-22T01:27:54Z
1,0,256656000,0,0.0,11.899999618530273,False,11.4429433,57.3882617,162.6999969482422,164.0,52,0,False,,3.0,,,2021-11-22T01:28:54Z
1,0,256656000,0,0.0,11.899999618530273,False,11.44504,57.3846667,161.6999969482422,162.0,1,0,False,,3.0,,,2021-11-22T01:30:03Z
1,0,265012140,0,0.0,11.300000190734863,False,11.4529467,57.4138533,147.3000030517578,150.0,55,0,False,,3.0,,,2021-11-22T01:46:56Z
1,0,265012140,0,0.0,11.199999809265137,False,11.4559867,57.4112233,150.0,153.0,55,0,False,,3.0,,,2021-11-22T01:47:56Z
1,0,265012140,0,0.0,11.199999809265137,False,11.459225,57.4080617,151.6999969482422,154.0,4,0,False,,3.0,,,2021-11-22T01:49:05Z
1,0,265012140,0,0.0,11.100000381469727,False,11.4622333,57.4043167,161.6999969482422,164.0,24,0,False,,3.0,,,2021-11-22T01:50:25Z
1,0,265012140,0,0.0,11.100000381469727,False,11.46394,57.4013717,163.5,166.0,24,0,False,,3.0,,,2021-11-22T01:51:25Z
1,0,265012140,0,0.0,11.199999809265137,False,11.46551,57.3983983,164.3000030517578,166.0,24,0,False,,3.0,,,2021-11-22T01:52:25Z
1,0,265012140,0,0.0,11.300000190734863,False,11.4670483,57.3953933,164.10000610351562,166.0,24,0,False,,3.0,,,2021-11-22T01:53:25Z
1,0,265012140,0,0.0,11.300000190734863,False,11.4686433,57.392375,164.5,166.0,24,0,False,,3.0,,,2021-11-22T01:54:25Z
1,0,265012140,0,0.0,11.199999809265137,False,11.4702183,57.38937,164.1999969482422,166.0,24,0,False,,3.0,,,2021-11-22T01:55:25Z
1,0,265012140,0,0.0,11.300000190734863,False,11.47175,57.3863667,164.39999389648438,166.0,24,0,False,,3.0,,,2021-11-22T01:56:25Z
1,0,308438000,0,0.0,18.200000762939453,False,11.4427383,57.4116567,165.0,165.0,43,0,False,,3.0,,,2021-11-22T02:05:45Z
1,0,308438000,0,0.0,18.100000381469727,False,11.445505,57.4063233,164.3000030517578,164.0,49,0,False,,3.0,,,2021-11-22T02:06:50Z
1,0,308438000,0,0.0,18.200000762939453,False,11.4478883,57.4014067,165.1999969482422,164.0,49,0,False,,3.0,,,2021-11-22T02:07:51Z
1,0,308438000,0,0.0,18.200000762939453,False,11.4503717,57.396555,164.60000610351562,165.0,49,0,False,,3.0,,,2021-11-22T02:08:51Z
1,0,308438000,0,0.0,18.299999237060547,False,11.4527883,57.3915567,165.5,164.0,50,0,False,,3.0,,,2021-11-22T02:09:51Z
1,0,308438000,0,0.0,18.299999237060547,False,11.4552067,57.386755,164.89999389648438,164.0,49,0,False,,3.0,,,2021-11-22T02:10:51Z
1,0,249948000,0,0.40176260471343994,14.0,True,11.4814383,57.4008183,338.20001220703125,334.0,0,0,False,,3.0,,,2021-11-22T02:23:12Z
1,0,249948000,0,0.40176260471343994,14.100000381469727,True,11.4788617,57.4043333,338.3999938964844,334.0,59,0,False,,3.0,,,2021-11-22T02:24:12Z
1,0,249948000,0,0.04464028775691986,14.100000381469727,True,11.476215,57.40796,338.6000061035156,334.0,0,0,False,,3.0,,,2021-11-22T02:25:12Z
1,0,249948000,0,0.40176260471343994,14.100000381469727,True,11.47365,57.4114833,338.5,334.0,0,0,False,,3.0,,,2021-11-22T02:26:12Z
1,0,249399000,0,0.0,11.399999618530273,False,11.4384383,57.4132517,161.0,165.0,10,0,False,,3.0,,,2021-11-22T04:08:10Z
1,0,249399000,0,0.0,11.399999618530273,False,11.4402667,57.4102433,162.0,165.0,10,0,False,,3.0,,,2021-11-22T04:09:10Z
1,0,249399000,0,0.0,11.399999618530273,False,11.442375,57.4067317,161.89999389648438,165.0,20,0,False,,3.0,,,2021-11-22T04:10:20Z
1,0,249399000,0,0.0,11.300000190734863,False,11.44416,57.4037283,161.6999969482422,165.0,20,0,False,,3.0,,,2021-11-22T04:11:20Z
1,0,249399000,0,0.0,11.399999618530273,False,11.4459367,57.4007117,162.6999969482422,165.0,20,0,False,,3.0,,,2021-11-22T04:12:20Z
1,0,249399000,0,0.0,11.399999618530273,False,11.4477217,57.3977,161.60000610351562,163.0,20,0,False,,3.0,,,2021-11-22T04:13:20Z
1,0,249399000,0,0.0,11.399999618530273,False,11.4496,57.394695,161.8000030517578,164.0,20,0,False,,3.0,,,2021-11-22T04:14:20Z
1,0,249399000,0,0.0,11.399999618530273,False,11.4514517,57.3916967,161.89999389648438,164.0,20,0,False,,3.0,,,2021-11-22T04:15:21Z
1,0,249399000,0,0.0,11.399999618530273,False,11.453275,57.3886867,162.1999969482422,164.0,20,0,False,,3.0,,,2021-11-22T04:16:21Z
1,0,249399000,0,0.0,11.300000190734863,False,11.4550917,57.38568,161.89999389648438,164.0,20,0,False,,3.0,,,2021-11-22T04:17:21Z
1,0,372371000,0,0.0,13.199999809265137,True,11.4825417,57.4045417,340.79998779296875,341.0,56,0,True,,3.0,,,2021-11-22T05:07:55Z
1,0,372371000,0,0.0,13.199999809265137,True,11.480325,57.408,340.70001220703125,341.0,56,0,True,,3.0,,,2021-11-22T05:08:55Z
1,0,372371000,0,0.0,13.199999809265137,True,11.4781183,57.4114767,341.20001220703125,341.0,56,0,True,,3.0,,,2021-11-22T05:09:55Z
1,0,372371000,0,0.0,13.199999809265137,True,11.4758717,57.4149417,340.6000061035156,341.0,56,0,True,,3.0,,,2021-11-22T05:10:55Z
1,0,273418070,0,0.0,11.399999618530273,True,11.46258,57.4144567,159.0,161.0,15,0,True,,3.0,,,2021-11-22T07:00:16Z
1,0,273418070,0,0.0,11.399999618530273,True,11.4647433,57.411445,158.89999389648438,161.0,15,0,True,,3.0,,,2021-11-22T07:01:16Z
1,0,273418070,0,0.0,11.399999618530273,True,11.466855,57.408475,158.89999389648438,161.0,15,0,True,,3.0,,,2021-11-22T07:02:16Z
1,0,273418070,0,0.0,11.399999618530273,True,11.468955,57.4055133,158.60000610351562,161.0,16,0,True,,3.0,,,2021-11-22T07:03:16Z
1,0,273418070,0,0.0,11.399999618530273,True,11.4710983,57.4025083,159.10000610351562,161.0,16,0,True,,3.0,,,2021-11-22T07:04:16Z
1,0,273418070,0,0.0,11.300000190734863,True,11.4731483,57.3996017,159.1999969482422,161.0,16,0,True,,3.0,,,2021-11-22T07:05:16Z
1,0,273418070,0,,11.300000190734863,True,11.4752333,57.396655,159.39999389648438,163.0,16,0,True,,3.0,,,2021-11-22T07:06:16Z
1,0,273418070,0,0.0,11.300000190734863,True,11.47712,57.3936683,160.6999969482422,163.0,16,0,True,,3.0,,,2021-11-22T07:07:16Z
1,0,273418070,0,0.0,11.399999618530273,True,11.47902,57.3906733,161.10000610351562,163.0,16,0,True,,3.0,,,2021-11-22T07:08:16Z
1,0,273418070,0,0.0,11.399999618530273,True,11.4812417,57.3871633,161.39999389648438,163.0,25,0,True,,3.0,,,2021-11-22T07:09:25Z
1,0,636019387,0,0.40176260471343994,11.699999809265137,True,11.4826483,57.40771,341.29998779296875,338.0,28,0,False,,3.0,,,2021-11-22T07:34:32Z
1,0,636019387,0,0.0,11.699999809265137,True,11.480685,57.410895,341.3999938964844,338.0,30,0,False,,3.0,,,2021-11-22T07:35:33Z
1,0,636019387,0,-0.7142446041107178,11.699999809265137,True,11.478755,57.4139917,341.79998779296875,338.0,29,0,False,,3.0,,,2021-11-22T07:36:33Z
1,0,248693000,0,0.0,11.100000381469727,False,11.4815417,57.4006783,339.70001220703125,341.0,58,0,True,,3.0,,,2021-11-22T08:25:58Z
1,0,248693000,0,0.0,11.100000381469727,False,11.4796717,57.403585,339.3999938964844,341.0,58,0,True,,3.0,,,2021-11-22T08:26:58Z
1,0,248693000,0,0.0,11.100000381469727,False,11.4778317,57.4064867,339.1000061035156,340.0,59,0,True,,3.0,,,2021-11-22T08:27:58Z
1,0,248693000,0,0.0,11.0,False,11.4760133,57.4093783,339.1000061035156,339.0,59,0,True,,3.0,,,2021-11-22T08:28:58Z
1,0,248693000,0,0.0,11.100000381469727,False,11.4741517,57.4122833,340.1000061035156,338.0,59,0,True,,3.0,,,2021-11-22T08:29:58Z
1,0,257374000,0,0.0,13.300000190734863,True,11.4520917,57.4134683,168.89999389648438,171.0,27,0,False,,3.0,,,2021-11-22T09:41:29Z
1,0,257374000,0,0.0,13.300000190734863,True,11.4533883,57.40982,168.8000030517578,171.0,27,0,False,,3.0,,,2021-11-22T09:42:29Z
1,0,257374000,0,0.0,13.399999618530273,True,11.4549933,57.4061933,164.5,165.0,27,0,False,,3.0,,,2021-11-22T09:43:29Z
1,0,257374000,0,0.0,13.399999618530273,True,11.4570433,57.40263,162.5,164.0,27,0,False,,3.0,,,2021-11-22T09:44:29Z
1,0,257374000,0,0.0,13.5,True,11.4595033,57.398495,162.1999969482422,164.0,37,0,False,,3.0,,,2021-11-22T09:45:38Z
1,0,257374000,0,0.0,13.5,True,11.4616467,57.394865,162.39999389648438,165.0,37,0,False,,3.0,,,2021-11-22T09:46:38Z
1,0,257374000,0,0.0,13.600000381469727,True,11.4636833,57.3913583,162.39999389648438,164.0,36,0,False,,3.0,,,2021-11-22T09:47:38Z
3,0,257374000,0,0.0,13.600000381469727,True,11.465825,57.3876633,163.0,163.0,37,0,False,,,,,2021-11-22T09:48:38Z
1,0,244750716,0,0.0,10.699999809265137,True,11.4455,57.4143333,155.0,157.0,57,0,False,,3.0,,,2021-11-22T09:58:57Z
1,0,244750716,0,0.0,10.699999809265137,True,11.4483333,57.4111667,154.0,157.0,8,0,False,,3.0,,,2021-11-22T10:00:07Z
1,0,244750716,0,0.0,10.699999809265137,True,11.4506667,57.4085,155.0,158.0,8,0,False,,3.0,,,2021-11-22T10:01:07Z
1,0,244750716,0,0.0,10.699999809265137,True,11.453,57.4058333,155.0,158.0,8,0,False,,3.0,,,2021-11-22T10:02:07Z
1,0,244750716,0,0.0,10.699999809265137,True,11.4553333,57.4031667,154.0,157.0,8,0,False,,3.0,,,2021-11-22T10:03:07Z
1,0,244750716,0,0.0,10.600000381469727,True,11.4576667,57.4005,155.0,158.0,7,0,False,,3.0,,,2021-11-22T10:04:07Z
1,0,244750716,0,0.0,10.699999809265137,True,11.46,57.3976667,155.0,157.0,7,0,False,,3.0,,,2021-11-22T10:05:07Z
1,0,244750716,0,0.0,10.699999809265137,True,11.4623333,57.395,155.0,157.0,7,0,False,,3.0,,,2021-11-22T10:06:07Z
1,0,244750716,0,0.0,10.800000190734863,True,11.465,57.3918333,155.0,157.0,19,0,False,,3.0,,,2021-11-22T10:07:18Z
1,0,244750716,0,0.0,10.600000381469727,True,11.4673333,57.3891667,156.0,158.0,19,0,False,,3.0,,,2021-11-22T10:08:18Z
1,0,244750716,0,0.0,10.699999809265137,True,11.47,57.386,155.0,157.0,28,0,False,,3.0,,,2021-11-22T10:09:28Z
1,0,310398000,0,0.0,15.199999809265137,True,11.4386,57.41165,160.0,161.0,54,0,False,,3.0,,,2021-11-22T11:45:56Z
1,0,310398000,0,0.0,15.199999809265137,True,11.4413333,57.4076833,159.0,161.0,54,0,False,,3.0,,,2021-11-22T11:46:56Z
1,0,310398000,0,0.0,15.199999809265137,True,11.4441833,57.4036667,159.0,161.0,56,0,False,,3.0,,,2021-11-22T11:47:56Z
1,0,310398000,0,0.0,15.199999809265137,True,11.447,57.3997333,159.0,161.0,56,0,False,,3.0,,,2021-11-22T11:48:56Z
1,0,310398000,0,0.0,15.300000190734863,True,11.44985,57.3957833,158.0,161.0,55,0,False,,3.0,,,2021-11-22T11:49:56Z
1,0,310398000,0,-2.1873741149902344,15.300000190734863,True,11.45255,57.39185,159.0,160.0,55,0,False,,3.0,,,2021-11-22T11:50:57Z
1,0,310398000,0,0.0,15.300000190734863,True,11.4553833,57.3878333,158.0,160.0,55,0,False,,3.0,,,2021-11-22T11:51:57Z
1,0,246546000,0,-2.1873741149902344,12.600000381469727,True,11.4263717,57.4048783,160.3000030517578,163.0,54,0,False,,3.0,,,2021-11-22T12:16:55Z
1,0,246546000,0,1.1160072088241577,12.5,True,11.4289267,57.4009567,160.8000030517578,164.0,6,0,False,,3.0,,,2021-11-22T12:18:07Z
1,0,246546000,0,0.0,12.399999618530273,True,11.430965,57.39767,162.6999969482422,164.0,6,0,False,,3.0,,,2021-11-22T12:19:06Z
1,0,246546000,0,-2.1873741149902344,12.5,True,11.4330083,57.394385,162.3000030517578,164.0,6,0,False,,3.0,,,2021-11-22T12:20:07Z
1,0,246546000,0,2.1873741149902344,12.5,True,11.4353667,57.3906083,161.5,165.0,15,0,False,,3.0,,,2021-11-22T12:21:16Z
1,0,246546000,0,2.1873741149902344,12.5,True,11.4376683,57.386835,162.1999969482422,164.0,24,0,False,,3.0,,,2021-11-22T12:22:25Z
1,0,413479110,0,0.0,13.5,True,11.482,57.4099867,341.70001220703125,340.0,54,0,False,,3.0,,,2021-11-22T12:51:57Z
1,0,413479110,0,0.0,13.5,True,11.4798183,57.4135067,341.29998779296875,340.0,54,0,False,,3.0,,,2021-11-22T12:52:57Z
1,0,477067400,0,0.0,11.399999618530273,True,11.44472,57.412615,162.8000030517578,169.0,4,0,False,,3.0,,,2021-11-22T13:00:01Z
1,0,477067400,0,0.0,11.300000190734863,True,11.446025,57.4096167,168.1999969482422,172.0,3,0,False,,3.0,,,2021-11-22T13:01:01Z
1,0,477067400,0,0.0,11.199999809265137,True,11.4470517,57.406485,170.3000030517578,173.0,4,0,False,,3.0,,,2021-11-22T13:02:01Z
1,0,477067400,0,0.0,11.199999809265137,True,11.4479167,57.4034467,171.3000030517578,173.0,4,0,False,,3.0,,,2021-11-22T13:03:01Z
1,0,477067400,0,0.0,11.199999809265137,True,11.4488117,57.4003133,171.0,173.0,4,0,False,,3.0,,,2021-11-22T13:04:01Z
1,0,477067400,0,0.0,11.199999809265137,True,11.4496567,57.3972217,171.39999389648438,173.0,4,0,False,,3.0,,,2021-11-22T13:05:01Z
1,0,477067400,0,0.0,11.199999809265137,True,11.4504833,57.39418,171.39999389648438,173.0,3,0,False,,3.0,,,2021-11-22T13:06:01Z
1,0,477067400,0,0.0,11.199999809265137,True,11.45134,57.3910967,171.6999969482422,173.0,3,0,False,,3.0,,,2021-11-22T13:07:01Z
1,0,477067400,0,0.0,11.199999809265137,True,11.4521783,57.3880183,171.39999389648438,173.0,4,0,False,,3.0,,,2021-11-22T13:08:01Z
1,0,477067400,0,0.0,11.199999809265137,True,11.4530067,57.3849333,171.5,173.0,3,0,False,,3.0,,,2021-11-22T13:09:01Z
1,0,538004305,0,0.0,13.100000381469727,True,11.468335,57.4127717,159.10000610351562,162.0,59,0,False,,3.0,,,2021-11-22T13:29:58Z
1,0,538004305,0,0.0,13.100000381469727,True,11.4707267,57.4093717,159.1999969482422,162.0,59,0,False,,3.0,,,2021-11-22T13:30:58Z
1,0,538004305,0,0.0,13.100000381469727,True,11.4730767,57.40598,159.39999389648438,162.0,59,0,False,,3.0,,,2021-11-22T13:31:58Z
1,0,538004305,0,0.0,13.100000381469727,True,11.47544,57.4025767,159.60000610351562,162.0,59,0,False,,3.0,,,2021-11-22T13:32:58Z
1,0,538004305,0,0.0,13.0,True,11.4777833,57.3991717,159.89999389648438,162.0,59,0,False,,3.0,,,2021-11-22T13:33:58Z
1,0,371839000,0,0.0,11.0,True,11.4456367,57.4130033,158.89999389648438,160.0,48,0,False,,3.0,,,2021-11-22T13:34:49Z
1,0,538004305,0,0.0,13.0,True,11.4800917,57.3957767,159.6999969482422,162.0,59,0,False,,3.0,,,2021-11-22T13:34:58Z
1,0,371839000,0,0.0,11.100000381469727,True,11.44762,57.41017,159.10000610351562,160.0,48,0,False,,3.0,,,2021-11-22T13:35:49Z
1,0,538004305,0,0.0,13.100000381469727,True,11.4824083,57.3923733,159.89999389648438,162.0,59,0,False,,3.0,,,2021-11-22T13:35:59Z
3,0,371839000,0,0.0,11.0,True,11.450015,57.4068183,158.8000030517578,160.0,57,0,False,,,,,2021-11-22T13:36:59Z
1,0,371839000,0,0.0,11.0,True,11.4521067,57.4039017,158.60000610351562,160.0,58,0,False,,3.0,,,2021-11-22T13:37:59Z
1,0,371839000,0,0.0,11.0,True,11.4541383,57.4010833,158.8000030517578,159.0,57,0,False,,3.0,,,2021-11-22T13:38:59Z
1,0,371839000,0,0.0,11.0,True,11.4562067,57.3982117,158.89999389648438,160.0,57,0,False,,3.0,,,2021-11-22T13:39:59Z
1,0,371839000,0,0.0,11.0,True,11.458285,57.395345,158.6999969482422,160.0,58,0,False,,3.0,,,2021-11-22T13:40:59Z
1,0,371839000,0,0.0,11.100000381469727,True,11.46066,57.39199,159.10000610351562,160.0,7,0,False,,3.0,,,2021-11-22T13:42:09Z
1,0,246452000,0,-3.61586332321167,15.0,True,11.4315433,57.4118217,157.60000610351562,160.0,30,0,False,,3.0,,,2021-11-22T13:42:30Z
1,0,371839000,0,0.0,11.100000381469727,True,11.4629517,57.3886833,159.10000610351562,160.0,16,0,False,,3.0,,,2021-11-22T13:43:18Z
1,0,246452000,0,0.7142446041107178,15.0,True,11.43444,57.40793,159.10000610351562,162.0,31,0,False,,3.0,,,2021-11-22T13:43:30Z
1,0,371839000,0,0.0,11.100000381469727,True,11.4649533,57.3858083,159.5,160.0,16,0,False,,3.0,,,2021-11-22T13:44:18Z
1,0,246452000,0,5.401474952697754,15.0,True,11.437095,57.40404,159.60000610351562,163.0,31,0,False,,3.0,,,2021-11-22T13:44:30Z
1,0,246452000,0,7.544208526611328,15.0,True,11.4395517,57.4000517,161.89999389648438,163.0,31,0,False,,3.0,,,2021-11-22T13:45:30Z
1,0,246452000,0,-10.04406452178955,15.0,True,11.4419683,57.396115,162.3000030517578,162.0,31,0,False,,3.0,,,2021-11-22T13:46:30Z
1,0,246452000,0,6.428201675415039,14.899999618530273,True,11.4446383,57.3922483,157.5,159.0,31,0,False,,3.0,,,2021-11-22T13:47:30Z
1,0,246452000,0,-0.17856115102767944,14.899999618530273,True,11.44758,57.388425,157.1999969482422,158.0,31,0,False,,3.0,,,2021-11-22T13:48:30Z
1,0,246452000,0,-2.1873741149902344,15.0,True,11.4506033,57.384585,157.10000610351562,158.0,30,0,False,,3.0,,,2021-11-22T13:49:30Z
1,0,353978000,0,0.0,11.899999618530273,False,11.4508267,57.4133567,163.3000030517578,166.0,29,0,False,,3.0,,,2021-11-22T14:24:21Z
1,0,353978000,0,0.0,12.0,True,11.4530083,57.4096417,161.60000610351562,164.0,39,0,False,,3.0,,,2021-11-22T14:25:31Z
1,0,353978000,0,0.0,12.100000381469727,True,11.4551583,57.4064467,159.60000610351562,164.0,40,0,False,,3.0,,,2021-11-22T14:26:31Z
1,0,353978000,0,0.0,12.100000381469727,True,11.4572767,57.403355,159.8000030517578,163.0,40,0,False,,3.0,,,2021-11-22T14:27:31Z
1,0,353978000,0,0.0,12.100000381469727,True,11.4594817,57.40021,159.1999969482422,164.0,39,0,False,,3.0,,,2021-11-22T14:28:31Z
2,0,538007532,0,0.0,11.800000190734863,False,11.4813333,57.4066667,342.0,340.0,28,0,False,,3.0,,,2021-11-22T14:29:31Z
1,0,353978000,0,0.0,12.0,True,11.4616733,57.397025,159.8000030517578,163.0,40,0,False,,3.0,,,2021-11-22T14:29:31Z
2,0,538007532,0,0.0,11.800000190734863,False,11.4795,57.4098333,342.0,340.0,29,0,False,,3.0,,,2021-11-22T14:30:31Z
1,0,353978000,0,0.0,12.0,True,11.4638183,57.3939583,159.1999969482422,163.0,39,0,False,,3.0,,,2021-11-22T14:30:31Z
2,0,538007532,0,0.0,11.899999618530273,False,11.4776667,57.4128333,342.0,340.0,28,0,False,,3.0,,,2021-11-22T14:31:31Z
1,0,353978000,0,0.0,12.0,True,11.46605,57.390785,159.0,163.0,40,0,False,,3.0,,,2021-11-22T14:31:31Z
1,0,353978000,0,0.0,12.0,True,11.46823,57.387725,158.89999389648438,163.0,40,0,False,,3.0,,,2021-11-22T14:32:31Z
1,0,353978000,0,0.0,12.0,True,11.4704867,57.384545,159.10000610351562,163.0,40,0,False,,3.0,,,2021-11-22T14:33:32Z
1,0,240244000,0,0.0,9.300000190734863,False,11.4397167,57.4146,158.0,163.0,52,0,False,,3.0,,,2021-11-22T14:48:53Z
1,0,240244000,0,0.0,9.300000190734863,False,11.44145,57.4121333,159.0,163.0,51,0,False,,3.0,,,2021-11-22T14:49:53Z
1,0,240244000,0,0.0,9.300000190734863,False,11.4431333,57.40975,159.0,163.0,50,0,False,,3.0,,,2021-11-22T14:50:53Z
1,0,240244000,0,0.0,9.300000190734863,False,11.4448167,57.4073333,159.0,163.0,52,0,False,,3.0,,,2021-11-22T14:51:53Z
1,0,240244000,0,0.0,9.300000190734863,False,11.44655,57.4048667,159.0,163.0,51,0,False,,3.0,,,2021-11-22T14:52:53Z
1,0,240244000,0,0.0,9.399999618530273,False,11.4485333,57.4020333,158.0,162.0,0,0,False,,3.0,,,2021-11-22T14:54:03Z
1,0,240244000,0,0.0,9.399999618530273,False,11.4503333,57.3995667,158.0,162.0,1,0,False,,3.0,,,2021-11-22T14:55:03Z
1,0,240244000,0,0.0,9.399999618530273,False,11.4521,57.3971833,158.0,162.0,1,0,False,,3.0,,,2021-11-22T14:56:03Z
3,0,240244000,0,0.0,9.399999618530273,False,11.4538833,57.3947833,157.0,162.0,2,0,False,,,,,2021-11-22T14:57:03Z
1,0,240244000,0,0.0,9.399999618530273,False,11.4557667,57.3922667,158.0,162.0,1,0,False,,3.0,,,2021-11-22T14:58:03Z
1,0,240244000,0,0.0,9.399999618530273,False,11.4575667,57.3898333,158.0,162.0,0,0,False,,3.0,,,2021-11-22T14:59:03Z
1,0,240244000,0,0.0,9.399999618530273,False,11.45935,57.3874667,157.0,162.0,2,0,False,,3.0,,,2021-11-22T15:00:03Z
1,0,240244000,0,0.0,9.399999618530273,False,11.4615167,57.3845833,157.0,162.0,11,0,False,,3.0,,,2021-11-22T15:01:13Z
1,0,354537000,0,0.0,16.700000762939453,True,11.4383667,57.4124633,160.39999389648438,161.0,27,1,False,,3.0,,,2021-11-22T16:59:27Z
1,0,354537000,0,0.0,16.700000762939453,True,11.4413967,57.4080883,159.1999969482422,162.0,27,1,False,,3.0,,,2021-11-22T17:00:27Z
1,0,354537000,0,0.0,16.700000762939453,True,11.444265,57.4036733,160.89999389648438,162.0,27,1,False,,3.0,,,2021-11-22T17:01:27Z
1,0,354537000,0,0.0,16.700000762939453,True,11.4472517,57.3993517,159.5,162.0,27,1,False,,3.0,,,2021-11-22T17:02:27Z
1,0,354537000,0,0.0,16.799999237060547,True,11.450125,57.39505,160.3000030517578,162.0,26,1,False,,3.0,,,2021-11-22T17:03:27Z
1,0,354537000,0,0.0,16.899999618530273,True,11.4530567,57.3906567,160.1999969482422,162.0,26,1,False,,3.0,,,2021-11-22T17:04:27Z
1,0,354537000,0,0.0,17.0,True,11.4559917,57.386235,160.39999389648438,162.0,26,1,False,,3.0,,,2021-11-22T17:05:27Z
1,0,311001027,0,0.0,16.899999618530273,False,11.42942,57.39066,156.1999969482422,142.0,21,0,False,,3.0,,,2021-11-22T17:22:21Z
1,0,311001027,0,0.0,17.100000381469727,False,11.43415,57.38518,155.1999969482422,142.0,38,0,False,,3.0,,,2021-11-22T17:23:39Z
1,0,255806081,0,0.0,11.899999618530273,False,11.4502667,57.4134867,161.3000030517578,163.0,5,0,False,,3.0,,,2021-11-22T17:47:04Z
1,0,255806081,0,0.0,11.600000381469727,False,11.45257,57.4099633,160.5,163.0,14,0,False,,3.0,,,2021-11-22T17:48:13Z
1,0,255806081,0,0.0,11.600000381469727,False,11.4545167,57.4069317,161.10000610351562,163.0,14,0,False,,3.0,,,2021-11-22T17:49:13Z
1,0,255806081,0,0.0,11.600000381469727,False,11.4564217,57.4038767,161.10000610351562,162.0,14,0,False,,3.0,,,2021-11-22T17:50:13Z
1,0,255806081,0,0.0,11.600000381469727,False,11.4583567,57.400825,161.8000030517578,162.0,14,0,False,,3.0,,,2021-11-22T17:51:13Z
1,0,255806081,0,0.0,11.600000381469727,False,11.4602883,57.3977717,161.89999389648438,162.0,14,0,False,,3.0,,,2021-11-22T17:52:13Z
1,0,255806081,0,0.0,11.699999809265137,False,11.4622067,57.3946983,161.6999969482422,162.0,14,0,False,,3.0,,,2021-11-22T17:53:13Z
1,0,255806081,0,0.0,11.800000190734863,False,11.4641033,57.3916783,161.39999389648438,163.0,14,0,False,,3.0,,,2021-11-22T17:54:13Z
1,0,255806081,0,0.0,11.699999809265137,False,11.4659767,57.3885783,162.10000610351562,162.0,14,0,False,,3.0,,,2021-11-22T17:55:13Z
1,0,255806081,0,0.0,11.800000190734863,False,11.4678917,57.3854767,161.60000610351562,163.0,14,0,False,,3.0,,,2021-11-22T17:56:13Z
